template_id,edit_type_id,edit_type,categories,instruction
1600w-E0pKviCC-yw,12,Contrast & Readability Enhancement,"color,style,local",Add a subtle dark text shadow to the 'NEW YORK ESTD 2030 GALLERY' text block to improve contrast against the off-white background.
1600w-E0pKviCC-yw,13,Add Secondary Text Block,"text,layout,local","Add a small italic subtitle ""Contemporary Forms & Ideas"" beneath ""GALLERY"", left-aligned with the block, in #6B6B6B."
1600w-E0pKviCC-yw,14,Theme Restyling,"style,color,global","Convert to winter holiday theme: change background to deep forest green, recolor “a.” to warm cream, and update small text to uppercase bold “NEW YORK HOLIDAY GALLERY 2030.”"
1600w-F-yK2D5pels,0,Color Palette Variation,"color,global","Recolor the neon-lime background (#D9FF63) and black typography to a pastel sky-blue (#E6F4FF) backdrop with navy (#0B1B2B) text and button fills, using white button text for contrast."
1600w-F-yK2D5pels,1,Translation,"text,global","Translate 'MEDIA KIT' to 'KIT DE MEDIOS', change button to 'Colabora con nosotros', and on laptop screen replace 'Kick-off Meeting' with 'Reunión de inicio'."
1600w-F-yK2D5pels,2,2-Element Layout Swap,"layout,global","Swap the large “MEDIA KIT” headline with the three-photo gallery strip, moving the headline to the top and the images to the bottom, centered and evenly spaced."
1600w-F-yK2D5pels,3,Global Layout Change,"layout,global",Refactor to split-screen: left shows centered 'MEDIA KIT' on solid background; right stacks the three images vertically; position 'COLLAB STUDIO' left and the button right in a top bar.
1600w-F-yK2D5pels,4,Object Removal,"layout,local",Remove the “Collaborate with us” button; center the three photos across the header and nudge “COLLAB STUDIO” right to maintain balanced spacing.
1600w-F-yK2D5pels,5,Object Addition,"layout,local","Add a small black handshake icon to the left of “COLLAB STUDIO” in the header, baseline-aligned with the text."
1600w-F-yK2D5pels,6,Copy Expansion,"text,layout,global","Insert a body paragraph below the image row: “Collab Studio builds media assets, shares audience insights, and streamlines collaboration with resources, specs, and contacts to launch campaigns smoothly.”"
1600w-F-yK2D5pels,7,Image Replacement,"image,layout,local","Replace the three laptop workspace photos with outdoor mountain expedition images—maps, compass, and backpack on rustic surfaces—preserving the same three-panel layout and similar angles."
1600w-F-yK2D5pels,8,Typography Style Shift,"text,style,global",Switch “MEDIA KIT” to a tall serif uppercase headline.
1600w-F-yK2D5pels,9,Accent Recolor,"color,local",Recolor the top-right “Collaborate with us” button fill to vibrant orange #FF5A1F.
1600w-F-yK2D5pels,10,Background Replacement,"image,color,global",Replace the neon-lime background with a warm cream (#FFF3D6) paper texture to create a calmer mood while maintaining strong contrast for the black “MEDIA KIT” and UI elements.
1600w-F-yK2D5pels,11,Hierarchy Adjustment,"layout,text,global","Scale the center photo to a full-width hero spanning the page, positioned below the header to become the primary focal point."
1600w-F-yK2D5pels,12,Contrast & Readability Enhancement,"color,style,local",Add a subtle dark drop shadow to the “COLLAB STUDIO” text to boost legibility against the bright lime background.
1600w-F-yK2D5pels,13,Add Secondary Text Block,"text,layout,local","Add a centered small sans-serif subtitle below “MEDIA KIT” reading “Press resources, brand assets, and partnership details” in #1A1A1A."
1600w-F-yK2D5pels,14,Theme Restyling,"style,color,global",Retheme for winter holidays: swap lime background for deep forest green (#184D3A); change all black text to white; recolor the top-right button to #C72C41 with white label.
1600w-FAqixqKkICk,0,Color Palette Variation,"color,global","Recolor background to soft sky blue #E6F2FF, notebook outline and rings to deep navy #0A2540, and text to deep navy; keep paper white for crisp readability."
1600w-FAqixqKkICk,1,Translation,"text,global","Replace the main headline with Spanish: ""HOY VA A SER UN DÍA PRODUCTIVO, SEGURO Y TODO EN MAYÚSCULAS."""
1600w-FAqixqKkICk,2,2-Element Layout Swap,"layout,global","Swap the notepad illustration with the headline: position the notepad on the left half and place the headline block on the right, both vertically centered for balance."
1600w-FAqixqKkICk,3,Global Layout Change,"layout,global","Rebuild into a three-panel grid: left sidebar deep forest green, center column centers the notepad, right column blank; enlarge margins and add 10% gutter between columns."
1600w-FAqixqKkICk,4,Object Removal,"layout,local","Delete the line ""CONFIDENT,"" and tighten line spacing; recenter the remaining uppercase text within the notepad to keep the layout balanced."
1600w-FAqixqKkICk,5,Object Addition,"layout,local","Add a small doodle-style coffee cup icon in warm brown (#8B6F47) near the bottom right of the notepad, slightly overlapping the pages to balance the composition."
1600w-FAqixqKkICk,6,Copy Expansion,"text,layout,global","Replace with: TODAY IS GOING TO BE A PRODUCTIVE, CONFIDENT, ALL CAPS KINDA DAY, WITH CHECKED BOXES, BOLD MOVES, FOCUS, AND ENERGY THAT BUILDS UNTIL WE WRAP WITH PRIDE."
1600w-FAqixqKkICk,7,Image Replacement,"image,layout,local","Replace the spiral notepad illustration with a rustic wooden-framed chalkboard, keeping the centered quote layout for a cozy café mood."
1600w-FAqixqKkICk,8,Typography Style Shift,"text,style,global",Switch the notepad text to a tall serif to create an elegant tone.
1600w-FAqixqKkICk,9,Accent Recolor,"color,local",Recolor the notepad text from dark brown to deep forest green #184D3A.
1600w-FAqixqKkICk,10,Background Replacement,"image,color,global","Replace the beige background with a deep gradient from midnight navy (#0B1D35) to indigo (#2A3F79) to create a focused mood, ensuring the white notepad stays crisp and readable."
1600w-FAqixqKkICk,11,Hierarchy Adjustment,"layout,text,global","Scale up the notepad illustration to nearly fill the canvas, letting its edges crop slightly to make it the dominant focal point over the quote."
1600w-FAqixqKkICk,12,Contrast & Readability Enhancement,"color,style,local",Change all notebook text to near-black (#1A1A1A) to boost contrast against the white page.
1600w-FAqixqKkICk,13,Add Secondary Text Block,"text,layout,local","Add a small italic sans-serif subtitle below the main quote reading “Let’s do the little things well.” in deep forest green (#184D3A), centered to balance spacing."
1600w-FAqixqKkICk,14,Theme Restyling,"style,color,global","Restyle for winter holidays: set background deep forest green #184D3A, change text to warm cream #FFF3E6, add small gold #D4AF37 star and snowflake doodles around the notepad."
1600w-GFKaeiEL8R0,0,Color Palette Variation,"color,global","Replace the black background, white text, and cyan–purple gradients with a light palette: ivory #FFF7F0 background, charcoal #222 text, and teal #00B7C2–coral #FF5A5F gradients."
1600w-GFKaeiEL8R0,1,Translation,"text,global","Replace on-image text with Spanish: change “Branding & Design” to “Marca y Diseño” and “STUDIO + AGATHO” to “ESTUDIO + AGATHO”, preserving typography, gradient, and layout."
1600w-GFKaeiEL8R0,2,2-Element Layout Swap,"layout,global","Swap the 3D shape cluster with the “Branding & Design” headline, placing the headline top-center and the shapes centered below it, maintaining equal vertical spacing."
1600w-GFKaeiEL8R0,3,Global Layout Change,"layout,global","Recompose into a two-column layout: make the 3D shapes a tall left column, stack 'Branding &' above 'Design' in the right, and move 'STUDIO + AGATHO' to footer center."
1600w-GFKaeiEL8R0,4,Object Removal,"layout,local","Remove the “STUDIO + AGATHO” header; move the “Branding & Design” text up slightly to sit centered under the 3D shapes, keeping current sizes and colors."
1600w-GFKaeiEL8R0,5,Object Addition,"layout,local","Add a small 3D abstract blob, matching the existing aqua (#7DE9E9) to violet (#8E48FF) gradient, in the bottom-right corner to balance the top cluster."
1600w-GFKaeiEL8R0,6,Copy Expansion,"text,layout,global","Expand the “STUDIO + AGATHO” line into a small body paragraph: “We craft bold identities, blending strategy and play to shape memorable brands and cohesive experiences across touchpoints.”"
1600w-GFKaeiEL8R0,7,Image Replacement,"image,layout,local","Replace the central 3D abstract blobs and asterisk with a similarly clustered set of neon wireframe cubes and pyramids for a techy, futuristic mood."
1600w-GFKaeiEL8R0,8,Typography Style Shift,"text,style,global",Switch the “Branding & Design” headline to a tall serif to create an elegant tone.
1600w-GFKaeiEL8R0,9,Accent Recolor,"color,local",Recolor the purple asterisk-shaped blob above the title to bright aqua #27E0FF for cohesive emphasis.
1600w-GFKaeiEL8R0,10,Background Replacement,"image,color,global",Replace the black background with a deep navy radial gradient (#0B1020 to #081F4A) to add depth while preserving strong contrast around the white text and cyan/purple 3D shapes.
1600w-GFKaeiEL8R0,11,Hierarchy Adjustment,"layout,text,global","Scale the abstract 3D cluster to huge and center it, reduce ""Branding & Design"" to small at 60% opacity and move it below, making the graphic the primary focal point."
1600w-GFKaeiEL8R0,12,Contrast & Readability Enhancement,"color,style,local",Raise the darkest tones of the “Design” gradient to lighter lavender (#C59AFF) to improve legibility against the black background.
1600w-GFKaeiEL8R0,13,Add Secondary Text Block,"text,layout,local","Add a small sans-serif subtitle centered below “Branding & Design”: “Strategy, identity, and motion for modern brands” in #B3B3B3."
1600w-GFKaeiEL8R0,14,Theme Restyling,"style,color,global","Restyle to winter holiday: keep layout, change palette to icy blue #9ADAF5 and silver #DDE2E8, replace the 3D blobs with crystalline snowflakes above the title."
1600w-GQFPH6ndGO4,0,Color Palette Variation,"color,global","Recolor to a cool fresh palette: swap yellow/pink background and dots for mint→teal gradient (#DFFAF2–#00A896), change black typography to deep navy (#0B1F3B), and button to white with navy text."
1600w-GQFPH6ndGO4,1,Translation,"text,global","Translate all on-image text to Spanish: replace 'HOW TO' with 'CÓMO', 'IMPROVE YOURSELF' with 'MEJORARTE', and 'EVERY DAY' with 'CADA DÍA'."
1600w-GQFPH6ndGO4,2,2-Element Layout Swap,"layout,global","Swap placements: shift the portrait to the right half and move the “IMPROVE YOURSELF” headline to the left half, aligning both centrally to balance."
1600w-GQFPH6ndGO4,3,Global Layout Change,"layout,global","Rearrange to a two-column layout: left column full-height portrait; right column vertically stack “HOW TO,” “IMPROVE,” “YOURSELF,” then center the “EVERY DAY” button with play icon below."
1600w-GQFPH6ndGO4,4,Object Removal,"layout,local",Remove the “HOW TO” text and right arrow icon; shift “IMPROVE YOURSELF” upward slightly and center the “EVERY DAY” pill horizontally to maintain balance and readability.
1600w-GQFPH6ndGO4,5,Object Addition,"layout,local","Add a small white calendar icon inside the black ""EVERY DAY"" button on its left, matching line weight with the play icon to balance the CTA."
1600w-GQFPH6ndGO4,6,Copy Expansion,"text,layout,global","Expand ""HOW TO"" into paragraph: ""How to improve yourself every day with small habits, clear goals, and mindful reflection that steadily builds confidence, focus, and momentum."""
1600w-GQFPH6ndGO4,7,Image Replacement,"image,layout,local","Replace the centered portrait of a smiling woman giving an OK sign with a serene mountain hiker mid-torso giving a thumbs-up, maintaining the same framing and background layout."
